3,1000,1000
NI, 0.0, 1, 0, 0, 0, 6, 1, 1
NI, 0.0, 2, 100, 0, 0, 6, 2, 1
NI, 0.0, 3, 200, 0, 0, 6, 3, 1
RW, 1, 1, 120, -1 , RREQ , seq:0
NI, 1.0, 1, 0, 0, 0, 100, 1, 1
NI, 1.0, 2, 100, 0, 0, 100, 2, 1
NI, 1.0, 3, 200, 0, 0, 100, 3, 1
RW, 1.0663, 2, 120, -1 , RREQ , seq:0
RW, 1.0706, 3, 120, -1 , RREQ , seq:0
NI, 2.0, 1, 0, 0, 0, 100, 1, 1
NI, 2.0, 2, 100, 0, 0, 100, 2, 1
NI, 2.0, 3, 200, 0, 0, 100, 3, 1
NI, 3.0, 1, 0, 0, 0, 100, 1, 1
NI, 3.0, 2, 100, 0, 0, 100, 2, 1
NI, 3.0, 3, 200, 0, 0, 100, 3, 1
NI, 4.0, 1, 0, 0, 0, 100, 1, 1
NI, 4.0, 2, 100, 0, 0, 100, 2, 1
NI, 4.0, 3, 200, 0, 0, 100, 3, 1
NI, 5.0, 1, 0, 0, 0, 100, 1, 1
NI, 5.0, 2, 100, 0, 0, 100, 2, 1
NI, 5.0, 3, 200, 0, 0, 100, 3, 1
NI, 6.0, 1, 0, 0, 0, 100, 1, 1
NI, 6.0, 2, 100, 0, 0, 100, 2, 1
NI, 6.0, 3, 200, 0, 0, 100, 3, 1
NI, 7.0, 1, 0, 0, 0, 100, 1, 1
NI, 7.0, 2, 100, 0, 0, 100, 2, 1
NI, 7.0, 3, 200, 0, 0, 100, 3, 1
NI, 8.0, 1, 0, 0, 0, 100, 1, 1
NI, 8.0, 2, 100, 0, 0, 100, 2, 1
NI, 8.0, 3, 200, 0, 0, 100, 3, 1
NI, 9.0, 1, 0, 0, 0, 100, 1, 1
NI, 9.0, 2, 100, 0, 0, 100, 2, 1
NI, 9.0, 3, 200, 0, 0, 100, 3, 1
NI, 10.0, 1, 35.619, 218.952, 0, 100, 1, 1
NI, 10.0, 2, 52.8571, 506.524, 0, 100, 2, 1
NI, 10.0, 3, 99.4286, 305.381, 0, 100, 3, 1
NI, 11.0, 1, 38.8571, 238.857, 0, 100, 1, 1
NI, 11.0, 2, 48.5714, 552.571, 0, 100, 2, 1
NI, 11.0, 3, 90.2857, 333.143, 0, 100, 3, 1
NI, 12.0, 1, 42.0952, 258.762, 0, 100, 1, 1
NI, 12.0, 2, 44.2857, 598.619, 0, 100, 2, 1
NI, 12.0, 3, 81.1429, 360.905, 0, 100, 3, 1
NI, 13.0, 1, 45.3333, 278.667, 0, 100, 1, 1
NI, 13.0, 2, 40, 644.667, 0, 100, 2, 1
NI, 13.0, 3, 72, 388.667, 0, 100, 3, 1
NI, 14.0, 1, 48.5714, 298.571, 0, 100, 1, 1
NI, 14.0, 2, 35.7143, 690.714, 0, 100, 2, 1
NI, 14.0, 3, 62.8571, 416.429, 0, 100, 3, 1
NI, 15.0, 1, 51.8095, 318.476, 0, 100, 1, 1
NI, 15.0, 2, 31.4286, 736.762, 0, 100, 2, 1
NI, 15.0, 3, 53.7143, 444.19, 0, 100, 3, 1
NI, 16.0, 1, 55.0476, 338.381, 0, 100, 1, 1
NI, 16.0, 2, 27.1429, 782.81, 0, 100, 2, 1
NI, 16.0, 3, 44.5714, 471.952, 0, 100, 3, 1
NI, 17.0, 1, 58.2857, 358.286, 0, 100, 1, 1
NI, 17.0, 2, 22.8571, 828.857, 0, 100, 2, 1
NI, 17.0, 3, 35.4286, 499.714, 0, 100, 3, 1
NI, 18.0, 1, 61.5238, 378.19, 0, 100, 1, 1
NI, 18.0, 2, 18.5714, 874.905, 0, 100, 2, 1
NI, 18.0, 3, 26.2857, 527.476, 0, 100, 3, 1
NI, 19.0, 1, 64.7619, 398.095, 0, 100, 1, 1
NI, 19.0, 2, 14.2857, 920.952, 0, 100, 2, 1
NI, 19.0, 3, 17.1429, 555.238, 0, 100, 3, 1
NI, 20.0, 1, 68, 418, 0, 100, 1, 1
NI, 20.0, 2, 10, 967, 0, 100, 2, 1
NI, 20.0, 3, 8, 583, 0, 100, 3, 1
NI, 21.0, 1, 157.4, 455.2, 0, 100, 1, 1
NI, 21.0, 2, 46, 873.5, 0, 100, 2, 1
NI, 21.0, 3, 12.5, 586.9, 0, 100, 3, 1
NI, 22.0, 1, 246.8, 492.4, 0, 100, 1, 1
NI, 22.0, 2, 82, 780, 0, 100, 2, 1
NI, 22.0, 3, 17, 590.8, 0, 100, 3, 1
NI, 23.0, 1, 336.2, 529.6, 0, 100, 1, 1
NI, 23.0, 2, 118, 686.5, 0, 100, 2, 1
NI, 23.0, 3, 21.5, 594.7, 0, 100, 3, 1
NI, 24.0, 1, 425.6, 566.8, 0, 100, 1, 1
NI, 24.0, 2, 154, 593, 0, 100, 2, 1
NI, 24.0, 3, 26, 598.6, 0, 100, 3, 1
NI, 25.0, 1, 515, 604, 0, 100, 1, 1
NI, 25.0, 2, 190, 499.5, 0, 100, 2, 1
NI, 25.0, 3, 30.5, 602.5, 0, 100, 3, 1
NI, 26.0, 1, 604.4, 641.2, 0, 100, 1, 1
NI, 26.0, 2, 226, 406, 0, 100, 2, 1
NI, 26.0, 3, 35, 606.4, 0, 100, 3, 1
NI, 27.0, 1, 693.8, 678.4, 0, 100, 1, 1
NI, 27.0, 2, 262, 312.5, 0, 100, 2, 1
NI, 27.0, 3, 39.5, 610.3, 0, 100, 3, 1
NI, 28.0, 1, 783.2, 715.6, 0, 100, 1, 1
NI, 28.0, 2, 298, 219, 0, 100, 2, 1
NI, 28.0, 3, 44, 614.2, 0, 100, 3, 1
NI, 29.0, 1, 872.6, 752.8, 0, 100, 1, 1
NI, 29.0, 2, 334, 125.5, 0, 100, 2, 1
NI, 29.0, 3, 48.5, 618.1, 0, 100, 3, 1
NI, 30.0, 1, 962, 790, 0, 100, 1, 1
NI, 30.0, 2, 370, 32, 0, 100, 2, 1
NI, 30.0, 3, 53, 622, 0, 100, 3, 1
NI, 31.0, 1, 884.7, 723.7, 0, 100, 1, 1
NI, 31.0, 2, 415.6, 120.9, 0, 100, 2, 1
NI, 31.0, 3, 98.5, 630.7, 0, 100, 3, 1
NI, 32.0, 1, 807.4, 657.4, 0, 100, 1, 1
NI, 32.0, 2, 461.2, 209.8, 0, 100, 2, 1
NI, 32.0, 3, 144, 639.4, 0, 100, 3, 1
NI, 33.0, 1, 730.1, 591.1, 0, 100, 1, 1
NI, 33.0, 2, 506.8, 298.7, 0, 100, 2, 1
NI, 33.0, 3, 189.5, 648.1, 0, 100, 3, 1
NI, 34.0, 1, 652.8, 524.8, 0, 100, 1, 1
NI, 34.0, 2, 552.4, 387.6, 0, 100, 2, 1
NI, 34.0, 3, 235, 656.8, 0, 100, 3, 1
NI, 35.0, 1, 575.5, 458.5, 0, 100, 1, 1
NI, 35.0, 2, 598, 476.5, 0, 100, 2, 1
NI, 35.0, 3, 280.5, 665.5, 0, 100, 3, 1
NI, 36.0, 1, 498.2, 392.2, 0, 100, 1, 1
NI, 36.0, 2, 643.6, 565.4, 0, 100, 2, 1
NI, 36.0, 3, 326, 674.2, 0, 100, 3, 1
NI, 37.0, 1, 420.9, 325.9, 0, 100, 1, 1
NI, 37.0, 2, 689.2, 654.3, 0, 100, 2, 1
NI, 37.0, 3, 371.5, 682.9, 0, 100, 3, 1
NI, 38.0, 1, 343.6, 259.6, 0, 100, 1, 1
NI, 38.0, 2, 734.8, 743.2, 0, 100, 2, 1
NI, 38.0, 3, 417, 691.6, 0, 100, 3, 1
NI, 39.0, 1, 266.3, 193.3, 0, 100, 1, 1
NI, 39.0, 2, 780.4, 832.1, 0, 100, 2, 1
NI, 39.0, 3, 462.5, 700.3, 0, 100, 3, 1
NI, 40.0, 1, 189, 127, 0, 100, 1, 1
NI, 40.0, 2, 826, 921, 0, 100, 2, 1
NI, 40.0, 3, 508, 709, 0, 100, 3, 1
NI, 41.0, 1, 189.3, 193.9, 0, 100, 1, 1
NI, 41.0, 2, 745, 844.7, 0, 100, 2, 1
NI, 41.0, 3, 486.4, 729, 0, 100, 3, 1
NI, 42.0, 1, 189.6, 260.8, 0, 100, 1, 1
NI, 42.0, 2, 664, 768.4, 0, 100, 2, 1
